country,year,onset,rule,in_exclusion
Switzerland,1939,False,,False
Switzerland,1940,False,,False
Switzerland,1941,False,,False
Switzerland,1942,False,,False
Switzerland,1943,False,,False
Switzerland,1944,False,,False
Switzerland,1945,False,,False
Switzerland,1946,False,,False
Switzerland,1947,False,,False
Switzerland,1948,False,,False
Switzerland,1949,False,,False
Switzerland,1950,False,,False
Switzerland,1951,False,,False
Switzerland,1952,False,,False
Switzerland,1953,False,,False
Switzerland,1954,False,,False
Switzerland,1955,False,,False
Switzerland,1956,False,,False
Switzerland,1957,False,,False
Switzerland,1958,False,,False
Switzerland,1959,False,,False
Switzerland,1960,False,,False
Switzerland,1961,False,,False
Switzerland,1962,False,,False
Switzerland,1963,False,,False
Switzerland,1964,False,,False
Switzerland,1965,False,,False
Switzerland,1966,False,,False
Switzerland,1967,False,,False
Switzerland,1968,False,,False
Switzerland,1969,False,,False
Switzerland,1970,False,,False
Switzerland,1971,False,,False
Switzerland,1972,False,,False
Switzerland,1973,False,,False
Switzerland,1974,False,,False
Switzerland,1975,False,,False
Switzerland,1976,False,,False
Switzerland,1977,False,,False
Switzerland,1978,False,,False
Switzerland,1979,False,,False
Switzerland,1980,False,,False
Switzerland,1981,False,,False
Switzerland,1982,False,,False
Switzerland,1983,False,,False
Switzerland,1984,False,,False
Switzerland,1985,False,,False
Switzerland,1986,False,,False
Switzerland,1987,False,,False
Switzerland,1988,False,,False
Switzerland,1989,False,,False
Switzerland,1990,False,,False
Switzerland,1991,False,,False
Switzerland,1992,False,,False
Switzerland,1993,False,,False
Switzerland,1994,False,,False
Switzerland,1995,False,,False
Switzerland,1996,False,,False
Switzerland,1997,False,,False
Switzerland,1998,False,,False
Switzerland,1999,False,,False
Switzerland,2000,False,,False
Switzerland,2001,False,,False
Switzerland,2002,False,,False
Switzerland,2003,False,,False
Switzerland,2004,False,,False
Switzerland,2005,False,,False
Switzerland,2006,False,,False
Switzerland,2007,False,,False
Switzerland,2008,False,,False
Switzerland,2009,False,,False
Switzerland,2010,False,,False
Switzerland,2011,False,,False
Switzerland,2012,False,,False
Switzerland,2013,False,,False
Switzerland,2014,False,,False
Switzerland,2015,False,,False
Switzerland,2016,False,,False
Switzerland,2017,False,,False
Switzerland,2018,False,,False
Switzerland,2019,False,,False
Switzerland,2020,False,,False
UK,1870,False,,False
UK,1871,False,,False
UK,1872,False,,False
UK,1873,False,,False
UK,1874,False,,False
UK,1875,False,,False
UK,1876,False,,False
UK,1877,False,,False
UK,1878,False,,False
UK,1879,False,,False
UK,1880,False,,False
UK,1881,False,,False
UK,1882,False,,False
UK,1883,False,,False
UK,1884,False,,False
UK,1885,False,,False
UK,1886,False,,False
UK,1887,False,,False
UK,1888,False,,False
UK,1889,False,,False
UK,1890,False,,False
UK,1891,False,,False
UK,1892,False,,False
UK,1893,False,,False
UK,1894,False,,False
UK,1895,False,,False
UK,1896,False,,False
UK,1897,False,,False
UK,1898,False,,False
UK,1899,False,,False
UK,1900,False,,False
UK,1901,False,,False
UK,1902,False,,False
UK,1903,False,,False
UK,1904,False,,False
UK,1905,False,,False
UK,1906,False,,False
UK,1907,False,,False
UK,1908,False,,False
UK,1909,False,,False
UK,1910,False,,False
UK,1911,False,,False
UK,1912,False,,False
UK,1913,False,,False
UK,1914,False,,False
UK,1915,False,,False
UK,1916,False,,False
UK,1917,True,"D2,D3",False
UK,1918,False,,True
UK,1919,False,,True
UK,1920,False,,True
UK,1921,False,,True
UK,1922,False,,True
UK,1923,False,,False
UK,1924,False,,False
UK,1925,False,,False
UK,1926,False,,False
UK,1927,False,,False
UK,1928,False,,False
UK,1929,False,,False
UK,1930,False,,False
UK,1931,False,,False
UK,1932,False,,False
UK,1933,False,,False
UK,1934,False,,False
UK,1935,False,,False
UK,1936,False,,False
UK,1937,False,,False
UK,1938,False,,False
UK,1939,False,,False
UK,1940,False,,False
UK,1941,False,,False
UK,1942,False,,False
UK,1943,False,,False
UK,1944,False,,False
UK,1945,False,,False
UK,1946,False,,False
UK,1947,True,D3,False
UK,1948,False,,True
UK,1949,False,,True
UK,1950,False,,True
UK,1951,False,,True
UK,1952,False,,True
UK,1953,False,,False
UK,1954,False,,False
UK,1955,False,,False
UK,1956,False,,False
UK,1957,False,,False
UK,1958,False,,False
UK,1959,False,,False
UK,1960,False,,False
UK,1961,False,,False
UK,1962,False,,False
UK,1963,False,,False
UK,1964,False,,False
UK,1965,False,,False
UK,1966,False,,False
UK,1967,False,,False
UK,1968,False,,False
UK,1969,False,,False
UK,1970,False,,False
UK,1971,False,,False
UK,1972,False,,False
UK,1973,True,D3,False
UK,1974,False,,True
UK,1975,False,,True
UK,1976,False,,True
UK,1977,False,,True
UK,1978,False,,True
UK,1979,False,,False
UK,1980,False,,False
UK,1981,False,,False
UK,1982,False,,False
UK,1983,False,,False
UK,1984,False,,False
UK,1985,False,,False
UK,1986,False,,False
UK,1987,False,,False
UK,1988,False,,False
UK,1989,False,,False
UK,1990,False,,False
UK,1991,False,,False
UK,1992,False,,False
UK,1993,False,,False
UK,1994,False,,False
UK,1995,False,,False
UK,1996,False,,False
UK,1997,False,,False
UK,1998,False,,False
UK,1999,False,,False
UK,2000,False,,False
UK,2001,False,,False
UK,2002,False,,False
UK,2003,False,,False
UK,2004,False,,False
UK,2005,False,,False
UK,2006,False,,False
UK,2007,False,,False
UK,2008,False,,False
UK,2009,False,,False
UK,2010,False,,False
UK,2011,False,,False
UK,2012,False,,False
UK,2013,False,,False
UK,2014,False,,False
UK,2015,False,,False
UK,2016,False,,False
UK,2017,False,,False
UK,2018,False,,False
UK,2019,False,,False
UK,2020,False,,False
USA,1870,False,,False
USA,1871,False,,False
USA,1872,False,,False
USA,1873,False,,False
USA,1874,False,,False
USA,1875,False,,False
USA,1876,False,,False
USA,1877,False,,False
USA,1878,False,,False
USA,1879,False,,False
USA,1880,False,,False
USA,1881,False,,False
USA,1882,False,,False
USA,1883,False,,False
USA,1884,False,,False
USA,1885,False,,False
USA,1886,False,,False
USA,1887,False,,False
USA,1888,False,,False
USA,1889,False,,False
USA,1890,False,,False
USA,1891,False,,False
USA,1892,False,,False
USA,1893,False,,False
USA,1894,False,,False
USA,1895,False,,False
USA,1896,False,,False
USA,1897,False,,False
USA,1898,False,,False
USA,1899,False,,False
USA,1900,False,,False
USA,1901,False,,False
USA,1902,False,,False
USA,1903,False,,False
USA,1904,False,,False
USA,1905,False,,False
USA,1906,False,,False
USA,1907,False,,False
USA,1908,False,,False
USA,1909,False,,False
USA,1910,False,,False
USA,1911,False,,False
USA,1912,False,,False
USA,1913,False,,False
USA,1914,False,,False
USA,1915,False,,False
USA,1916,False,,False
USA,1917,False,,False
USA,1918,False,,False
USA,1919,False,,False
USA,1920,False,,False
USA,1921,False,,False
USA,1922,False,,False
USA,1923,False,,False
USA,1924,False,,False
USA,1925,False,,False
USA,1926,False,,False
USA,1927,False,,False
USA,1928,False,,False
USA,1929,False,,False
USA,1930,False,,False
USA,1931,False,,False
USA,1932,False,,False
USA,1933,False,,False
USA,1934,False,,False
USA,1935,False,,False
USA,1936,False,,False
USA,1937,False,,False
USA,1938,False,,False
USA,1939,False,,False
USA,1940,False,,False
USA,1941,False,,False
USA,1942,False,,False
USA,1943,False,,False
USA,1944,False,,False
USA,1945,False,,False
USA,1946,False,,False
USA,1947,True,D3,False
USA,1948,False,,True
USA,1949,False,,True
USA,1950,False,,True
USA,1951,False,,True
USA,1952,False,,True
USA,1953,False,,False
USA,1954,False,,False
USA,1955,False,,False
USA,1956,False,,False
USA,1957,False,,False
USA,1958,False,,False
USA,1959,False,,False
USA,1960,False,,False
USA,1961,False,,False
USA,1962,False,,False
USA,1963,False,,False
USA,1964,False,,False
USA,1965,False,,False
USA,1966,False,,False
USA,1967,False,,False
USA,1968,False,,False
USA,1969,False,,False
USA,1970,False,,False
USA,1971,False,,False
USA,1972,False,,False
USA,1973,False,,False
USA,1974,False,,False
USA,1975,False,,False
USA,1976,False,,False
USA,1977,False,,False
USA,1978,False,,False
USA,1979,False,,False
USA,1980,False,,False
USA,1981,False,,False
USA,1982,False,,False
USA,1983,False,,False
USA,1984,False,,False
USA,1985,False,,False
USA,1986,False,,False
USA,1987,False,,False
USA,1988,False,,False
USA,1989,False,,False
USA,1990,False,,False
USA,1991,False,,False
USA,1992,False,,False
USA,1993,False,,False
USA,1994,False,,False
USA,1995,False,,False
USA,1996,False,,False
USA,1997,False,,False
USA,1998,False,,False
USA,1999,False,,False
USA,2000,False,,False
USA,2001,False,,False
USA,2002,False,,False
USA,2003,False,,False
USA,2004,False,,False
USA,2005,False,,False
USA,2006,False,,False
USA,2007,False,,False
USA,2008,False,,False
USA,2009,False,,False
USA,2010,False,,False
USA,2011,False,,False
USA,2012,False,,False
USA,2013,False,,False
USA,2014,False,,False
USA,2015,False,,False
USA,2016,False,,False
USA,2017,False,,False
USA,2018,False,,False
USA,2019,False,,False
USA,2020,False,,False
